product,answer_option,review_score
Supradyn,You canceled part item and my whole cash back got spoiled,0.2191780821917808
Supradyn,"Order 2-3 items and without my concern, you have canceled based on your comfortable Have you provided any coupon for the token of apologize Secondly who asked you to supply the balance and the entire order to be canceled instead of part is totally not acceptable",0.2191780821917808
Supradyn,"Fair price, firm packing nice contents",0.2054794520547945
Supradyn,Speedy delivery,0.1232876712328767
Shelcal,Pretty good,0.9973890339425587
Shelcal,All was good in perfect condition,0.9947780678851175
Shelcal,its perfect for vitamin d3,0.9947780678851175
Shelcal,indians best calcium with vitamin D tab,0.9921671018276762
Shelcal,this again is a calcium supplement recommended for my wife She is happy with the tablet.,0.9921671018276762
Shelcal,Rated good to treat calcium and vitamin deficiency,0.9869451697127938
Shelcal,Rated good to treat calcium and vitamin deficiency,0.9869451697127938
Shelcal,Sweet outer coating is easy to swallow,0.9843342036553525
Shelcal,Sweet outer coating is easy to swallow,0.9843342036553525
Shelcal,Good source of Calcium and Vitamin D3,0.9843342036553525
Shelcal,Good source of Calcium and Vitamin D3,0.9843342036553525
Shelcal,It is really excellent Everyone can use it.,0.9817232375979112
Shelcal,its a good tablet for women in late 30s and 40s for keeping up with their It D and Calcium intake,0.9817232375979112
Shelcal,Better rates in the market,0.9712793733681462
Shelcal,Improve the bone strength,0.9712793733681462
Shelcal,"i like it,shelcal-500 is very good to improve bone structure,it helps me to my fracture last year,",0.9686684073107049
Shelcal,shell is always good choice,0.9634464751958225
Shelcal,always good substitute for calcium,0.9556135770234987
Shelcal,its a good calcium supplement....,0.9530026109660574
Shelcal,Good calcium supplement Recommended by most doctors,0.9451697127937336
Shelcal,Advised by doctors to make up calcium intake for strong bones specially for elderly,0.9451697127937336
Shelcal,Quite effective than other calcium supplement,0.9425587467362925
Shelcal,its good tablet for calcium intake,0.9399477806788512
Shelcal,Like ...... good,0.9373368146214099
Shelcal,Good calcium tablets No side effects,0.9321148825065274
Shelcal,good vitamin tab,0.9295039164490861
Shelcal,effective tool to cope calcium deficiency,0.9268929503916449
Shelcal,Cannot find any efdect. May be effective may be not,0.9268929503916449
Shelcal,A known medicine for calcium deficiency Very useful,0.9216710182767625
Shelcal,Product is good for me,0.9190600522193212
Shelcal,Cheap but good,0.9164490861618799
Shelcal,They are good for older persons,0.9138381201044387
Shelcal,Best Calcium supplement,0.9138381201044387
Shelcal,They are good for older persons,0.9138381201044387
Shelcal,Feeling comfortable in joints,0.9138381201044387
Shelcal,this is good for calcium,0.9060052219321149
Shelcal,Thecal is good calcium tablets take it daily regularly,0.9060052219321149
Shelcal,Thecal is good calcium tablets take it daily regularly,0.9060052219321149
Shelcal,Best for calcium intake,0.9033942558746736
Shelcal,Best for calcium intake,0.9033942558746736
Shelcal,Best in calcium supplement,0.8981723237597912
Shelcal,Thecal is a good calcium supplement from a reputed company at a reasonable price.,0.8955613577023499
Shelcal,Dislike because not effective,0.8955613577023499
Shelcal,great buy it now,0.8903394255874674
Shelcal,Excellent Calcium supplement,0.8903394255874674
Shelcal,Very good item,0.8851174934725848
Shelcal,For my wife as prescribed by the Doctor to take care of calcium deficiency,0.8825065274151436
Shelcal,very useful product,0.8798955613577023
Shelcal,perfect for calcium requirement,0.8772845953002611
Shelcal,its good to have maintain calcium deficiency,0.8746736292428199
Shelcal,satisfactory as usual shell 500 is prescribed by my Doctor is also recorded with you through my prescription.,0.8694516971279374
Shelcal,Not much effective,0.8694516971279374
Shelcal,Useful for bones,0.8590078328981723
Shelcal,Its working very good,0.8537859007832899
Shelcal,So far no side effects noticed,0.8511749347258486
Shelcal,Quality is not good,0.8511749347258486
Shelcal,"Good , it reduces deficiency of calcium",0.8459530026109661
Shelcal,Really good tablet,0.8433420365535248
Shelcal,Not as much as get benefited like alfa alfa of away,0.8407310704960835
Shelcal,Using it more than 3 years,0.8381201044386423
Shelcal,Nothing special This is a medication my wife is regularly taking,0.835509138381201
Shelcal,Thecal is the most recommended supplement for calcium,0.8276762402088773
Shelcal,Calcium supplement are most post menopausal,0.8172323759791122
Shelcal,Good but costly compared to other varieties of b- complex tabs,0.8172323759791122
Shelcal,Calcium supplement are most post menopausal,0.8172323759791122
Shelcal,Good for daily nutrient,0.8093994778067886
Shelcal,Very low performance,0.804177545691906
Shelcal,Mental feeling as if it is working,0.804177545691906
Shelcal,Satisfied..no complaints yet,0.7989556135770235
Shelcal,Good for calcium deficiency,0.7963446475195822
Shelcal,Good source of calcium,0.793733681462141
Shelcal,Helps fr old age patients,0.793733681462141
Shelcal,product is ok.,0.7911227154046997
Shelcal,Same n cheap,0.7859007832898173
Shelcal,Good medicine for calcium,0.7754569190600522
Shelcal,Bought as advised by the doctor,0.7728459530026109
Shelcal,I am using since long,0.7728459530026109
Shelcal,Shel Al is a standard calcium tablet,0.7728459530026109
Shelcal,Bought as advised by the doctor,0.7728459530026109
Shelcal,Good calcium tablet,0.7702349869451697
Shelcal,Good for health,0.7702349869451697
Shelcal,I take it occasionally so my experience is so so.,0.7650130548302873
Shelcal,Good calcium substitute,0.7650130548302873
Shelcal,Helps to keep my calcium levels unto date,0.762402088772846
Shelcal,Or prescribed it so using it,0.762402088772846
Shelcal,Muscle ache improved,0.7597911227154047
Shelcal,Value for money,0.7597911227154047
Shelcal,"its effectable,after 40 every women should be use",0.7597911227154047
Shelcal,"its effectable,after 40 every women should be use",0.7597911227154047
Shelcal,Getting in lesser price outside,0.7597911227154047
Shelcal,Good for diabetes,0.7519582245430809
Shelcal,Since I am diabetic my doctor advise me take 1 tab once a day..,0.7519582245430809
Shelcal,I feel its effective,0.7519582245430809
Shelcal,Good for bines,0.7493472584856397
Shelcal,It works as claimed,0.7467362924281984
Shelcal,It works !,0.7441253263707572
Shelcal,I liked it,0.7441253263707572
Shelcal,Nothing to say.,0.7441253263707572
Shelcal,Good as calcium supplement,0.7389033942558747
Shelcal,Good as calcium supplement,0.7389033942558747
Shelcal,calcium supplement recommended by Mrs,0.7362924281984334
Shelcal,calcium supplement recommended by Mrs,0.7362924281984334
Shelcal,To check its effectiveness yet,0.7310704960835509
Shelcal,Results are not unto the mark,0.7258485639686684
Shelcal,Getting relief in toe pain,0.7258485639686684
Shelcal,Advised by doctor,0.7232375979112271
Shelcal,its a prescribed medicine to my mom.,0.7232375979112271
Shelcal,Correct addressing of issue,0.7127937336814621
Shelcal,it was good,0.7101827676240209
Shelcal,It is good,0.7101827676240209
Shelcal,Result is good,0.7101827676240209
Shelcal,known medicine for calcium,0.7075718015665796
Shelcal,The new print on the backside,0.6840731070496083
Shelcal,The new print on the backside,0.6840731070496083
Shelcal,Like to buy,0.6788511749347258
Shelcal,I like it,0.6788511749347258
Shelcal,i like it,0.6788511749347258
Shelcal,I like it.,0.6788511749347258
Shelcal,It D with Calcium,0.6762402088772846
Shelcal,Ease of finding,0.6762402088772846
Shelcal,as per the order,0.6762402088772846
Shelcal,Ease of finding,0.6762402088772846
Shelcal,its a gold standard,0.6762402088772846
Shelcal,as per the order,0.6762402088772846
Shelcal,size of tablet,0.6736292428198434
Shelcal,Cheaper and better,0.6736292428198434
Shelcal,Mud for bones,0.6736292428198434
Shelcal,Could be better,0.6736292428198434
Shelcal,Very effective tablet for artho problem,0.6684073107049608
Shelcal,Very effective tablet for artho problem,0.6684073107049608
Shelcal,My father and wife have been having this calcium supplement for many years,0.6657963446475196
Shelcal,My father and wife have been having this calcium supplement for many years,0.6657963446475196
Shelcal,It is run of a mill product. Nothing special,0.6579634464751958
Shelcal,It is run of a mill product. Nothing special,0.6579634464751958
Shelcal,Send all items together,0.6501305483028721
Shelcal,IT IS HELPFUL TO MY BODY,0.6501305483028721
Shelcal,IT IS HELPFUL TO MY BODY,0.6501305483028721
Shelcal,Star product of company,0.6475195822454308
Shelcal,"NOT NOW,MAY GIVE FEEDBACK AFTER SEEING EFFECTS.",0.639686684073107
Shelcal,No dislike for this med,0.6214099216710183
Shelcal,Good calcium supplement,0.618798955613577
Shelcal,I didn order for shell 500 tablet.,0.6135770234986945
Shelcal,Not as per desire,0.6109660574412533
Shelcal,nothing to dislike,0.6057441253263708
Shelcal,want say until use by minimum month,0.6057441253263708
Shelcal,Didn't dislike anything,0.6057441253263708
Shelcal,Good product,0.6031331592689295
Shelcal,Good product,0.6031331592689295
Shelcal,Good product,0.6031331592689295
Shelcal,Good product,0.6031331592689295
Shelcal,good product,0.6031331592689295
Shelcal,Good product....,0.6031331592689295
Shelcal,I like very much,0.597911227154047
Shelcal,Good one my daughter,0.5953002610966057
Shelcal,Good one my daughter,0.5953002610966057
Shelcal,Same as my previous reply,0.5926892950391645
Shelcal,Same as my previous reply,0.5926892950391645
Shelcal,"The whole action from your end,",0.5900783289817232
Shelcal,Optical priced. good supplement,0.5900783289817232
Shelcal,"The whole action from your end,",0.5900783289817232
Shelcal,Very much liked,0.587467362924282
Shelcal,Doctor prescribed so no opinion.,0.587467362924282
Shelcal,IT IS FOR MY WIFE AS PRESCRIBED BY THE DOCTOR. NOTHING TO SAY ABOUT IT,0.587467362924282
Shelcal,My doctor recommends this during the pregnancy and post pregnancy,0.5848563968668408
Shelcal,It is effective medicine,0.5822454308093995
Shelcal,It is ok,0.5822454308093995
Shelcal,Display rate was higher than MRP..,0.5796344647519582
Shelcal,Your rate of Becasul and shelcal500 touch high,0.5744125326370757
Shelcal,please arrange immediately.Its very essential,0.566579634464752
Shelcal,works as expected,0.566579634464752
Shelcal,"Its not use me, I enquire for my friend",0.5639686684073107
Shelcal,So many simple vitamin tablets were not sent because of prescription,0.5613577023498695
Shelcal,Have to take them whether like or not,0.556135770234987
Shelcal,Have to take them whether like or not,0.556135770234987
Shelcal,Why your not providing the whole box with the strips like how we brought from outside,0.5535248041775457
Shelcal,The medicines are original People can rely on you,0.5483028720626631
Shelcal,a little overpriced,0.5456919060052219
Shelcal,i had cracking sound from knees which persists even now after having shell for a month,0.5430809399477807
Shelcal,The manufacturing date is months old You should provide fresh strip of shell with recent manufacturing date!,0.5404699738903395
Shelcal,The ambiance of the strip was good not old or tampered,0.5248041775456919
Shelcal,Easy way to get medicine at your door step...,0.5221932114882507
Shelcal,Great tablets for bone problems,0.5221932114882507
Shelcal,Doctor happy patient happy,0.5143603133159269
Shelcal,good medicine,0.5143603133159269
Shelcal,Recommended by Doctor at Sunshine Hospital.,0.5143603133159269
Shelcal,very expensive will never buy now first price is more secondly other chemists r offering much much more than u. i have been cheated,0.5091383812010444
Shelcal,Good supplement,0.5039164490861618
Shelcal,Good tablets,0.5039164490861618
Shelcal,Good tablet,0.5039164490861618
Shelcal,Good tablets,0.5039164490861618
Shelcal,Good deals,0.4960835509138381
Shelcal,Good response,0.4960835509138381
Shelcal,Good quality,0.4960835509138381
Shelcal,Good response,0.4960835509138381
Shelcal,its good,0.4960835509138381
Shelcal,Good enuf,0.4960835509138381
Shelcal,Good job,0.4960835509138381
Shelcal,its good,0.4960835509138381
Shelcal,You have sent wrong qty and missed one item which I never expected even after sending typed list in English,0.4934725848563969
Shelcal,All good,0.4804177545691906
Shelcal,All good,0.4804177545691906
Shelcal,very good,0.4621409921671018
Shelcal,Very satisfied,0.4595300261096606
Shelcal,Ok good,0.45691906005221933
Shelcal,Good,0.4464751958224543
Shelcal,Good,0.4464751958224543
Shelcal,Good,0.4464751958224543
Shelcal,Good,0.4464751958224543
Shelcal,Good,0.4464751958224543
Shelcal,Good,0.4464751958224543
Shelcal,Good,0.4464751958224543
Shelcal,Good,0.4464751958224543
Shelcal,Good,0.4464751958224543
Shelcal,Haddi lohe ke khambe i tarah majus hogai meri shelcal-500 ha kar. Itni mazbut i ab train bhi mere par sai nikal jaye to bhe mer haddi nasi tutegi. Makar igni achuki hai part 1 ungli par utah santa he,0.4412532637075718
Shelcal,Great taste,0.4386422976501306
Shelcal,Excellent tablet,0.4360313315926893
Shelcal,Feeling better,0.4308093994778068
Shelcal,Liked it,0.4281984334203655
Shelcal,Effective,0.4281984334203655
Shelcal,Liked,0.42297650130548303
Shelcal,Excellent,0.4177545691906005
Shelcal,Excellent,0.4177545691906005
Shelcal,Nice,0.4073107049608355
Shelcal,Best purchase,0.4046997389033943
Shelcal,normal rate,0.39947780678851175
Shelcal,instant relive,0.39947780678851175
Shelcal,Very useful,0.3968668407310705
Shelcal,Very useful,0.3968668407310705
Shelcal,Very useful,0.3968668407310705
Shelcal,Right choice,0.38642297650130547
Shelcal,Thanks,0.38642297650130547
Shelcal,Nothing special,0.381201044386423
Shelcal,Efficient responsiveness,0.37597911227154046
Shelcal,Andorra exp.,0.3733681462140992
Shelcal,like it,0.3733681462140992
Shelcal,Always dependable,0.3733681462140992
Shelcal,doctors advice,0.3733681462140992
Shelcal,Nothing Specific,0.3733681462140992
Shelcal,I like,0.3733681462140992
Shelcal,big size,0.3733681462140992
Shelcal,normal,0.370757180156658
Shelcal,Nothing Variable,0.36553524804177545
Shelcal,Punctuality price,0.36553524804177545
Shelcal,Food all,0.36553524804177545
Shelcal,No response,0.36553524804177545
Shelcal,doctor prescription,0.36553524804177545
Shelcal,Same brand,0.36553524804177545
Shelcal,Calcium boasting,0.36553524804177545
Shelcal,Calcium supplement,0.36553524804177545
Shelcal,Good service,0.35509138381201044
Shelcal,good service,0.35509138381201044
Shelcal,Like,0.3472584856396867
Shelcal,Satisfactory,0.3472584856396867
Shelcal,Nothing,0.3472584856396867
Shelcal,Everything,0.3472584856396867
Shelcal,Satisfactory,0.3472584856396867
Shelcal,Yes,0.3472584856396867
Shelcal,Like,0.3472584856396867
Shelcal,Dislike,0.3472584856396867
Shelcal,Nothing,0.3472584856396867
Shelcal,Everything,0.3472584856396867
Shelcal,Vitamin,0.34464751958224543
Shelcal,Effectiveness,0.34464751958224543
Shelcal,Good packing,0.3368146214099217
Shelcal,Good packing,0.3368146214099217
Shelcal,excellent service,0.3342036553524804
Shelcal,Good package,0.3342036553524804
Shelcal,I like Thecal - 500 Tablet and using it for quite a long time. It is very suitable for me.,0.3002610966057441
Shelcal,liked packing and delivery,0.3002610966057441
Shelcal,Cooperation and fast supply,0.3002610966057441
Shelcal,Speed of delivery and Discount,0.3002610966057441
Shelcal,Discount rate very low other outside market,0.3002610966057441
Shelcal,I am like it and also happy with the discount,0.3002610966057441
Shelcal,Fast delivery with good packing,0.3002610966057441
Shelcal,Discount is very less,0.3002610966057441
Shelcal,The product is genuine,0.3002610966057441
Shelcal,We needed more discount,0.3002610966057441
Shelcal,Rapid delivery..n good discount,0.3002610966057441
Shelcal,delivered on time.with discount,0.3002610966057441
Shelcal,I didn get on time,0.3002610966057441
Shelcal,Discount compare to others,0.3002610966057441
Shelcal,Excellent response and fabulous discount,0.3002610966057441
Shelcal,Discount is not given according to mentioned,0.3002610966057441
Shelcal,Discount is very minimal,0.3002610966057441
Shelcal,good product and quick delivery,0.3002610966057441
Shelcal,delivered on time.with discount,0.3002610966057441
Shelcal,I am taking it in good faith expecting it to be genuine No question to like or dislike it.,0.3002610966057441
Shelcal,No commitment and no fixed delivery schedule,0.3002610966057441
Shelcal,Good Packing & Useful Tablet,0.3002610966057441
Shelcal,Came on time without any damage,0.3002610966057441
Shelcal,Ease of ordering fast delivery and no confusion,0.3002610966057441
Shelcal,I like the home delivery service is very good,0.3002610966057441
Shelcal,Satisfactory Service besides some minor negligencies.,0.3002610966057441
Shelcal,Item is good and packed very well,0.3002610966057441
Shelcal,Quick delivery of medicine is very much appreciated,0.3002610966057441
Shelcal,THE EXPIRY DATE WAS NOT CHECKED BEFORE PACKING,0.3002610966057441
Shelcal,I purchased it was 15 tablet strip not up to the mark seems duplicate not controlling sugar legal,0.3002610966057441
Shelcal,Discount Is Good,0.3002610966057441
Shelcal,Nice packing and good tablet for my health,0.3002610966057441
Shelcal,liked packing and delivery,0.3002610966057441
Shelcal,Problem regarding the delivery,0.3002610966057441
Shelcal,Discount is very less,0.3002610966057441
Shelcal,Timely delivery with less price,0.3002610966057441
Shelcal,Discount is not applicable on this product.,0.3002610966057441
Shelcal,Protected packing and effective for bone density,0.3002610966057441
Shelcal,Rate of discount offered is very less compared to what others are offering,0.3002610966057441
Shelcal,Discount was less than available in the market,0.3002610966057441
